Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Entry Year,Crop Type,Year,Production Value (Tonnes),Production Value Flag,Yield Value (100 g/ha),Yield Value Flag,Yield Difference,Production Difference
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1961,370000,E,90244,E,0,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1962,370000,E,90244,E,0,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1963,370000,E,90244,E,0,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1964,390000,E,90698,E,454,20000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1965,390000,E,90698,E,0,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1966,390000,E,90698,E,0,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1967,400000,E,90909,E,211,10000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1968,400000,E,90909,E,0,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1969,400000,E,90909,E,0,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1970,370300,A,90317,I,-592,-29700
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1971,378446,A,90106,I,-211,8146
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1972,340601,A,89632,I,-474,-37845
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1973,386772,A,89947,I,315,46171
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1974,389418,A,90562,I,615,2646
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1975,390640,A,90847,I,285,1222
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1976,395500,A,91977,I,1130,4860
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1977,400000,A,90909,I,-1068,4500
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1978,450000,A,91837,I,928,50000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1979,385200,A,91714,I,-123,-64800
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1980,400000,A,90909,I,-805,14800
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1981,451000,A,92041,I,1132,51000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1982,444000,A,88800,I,-3241,-7000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1983,444000,A,90612,I,1812,0
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1984,511000,A,92909,I,2297,67000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1985,504000,A,90000,I,-2909,-7000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1986,554000,A,92333,I,2333,50000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1987,567600,A,91548,I,-785,13600
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1988,583400,A,89754,I,-1794,15800
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1989,568800,A,83647,E,-6107,-14600
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1990,569400,A,88969,E,5322,600
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1991,583600,A,89785,A,816,14200
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1992,598300,A,92046,A,2261,14700
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1993,584300,A,89833,E,-2213,-14000
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1994,527304,X,87884,E,-1949,-56996
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1995,501278,X,87141,E,-743,-26026
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1996,548986,X,85779,E,-1362,47708
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1997,603275,X,86182,E,403,54289
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1998,621740,A,88820,A,2638,18465
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,1999,617483,A,88212,A,-608,-4257
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2000,656656,A,89953,E,1741,39173
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2001,716731,A,89591,E,-362,60075
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2002,749938,A,91456,A,1865,33207
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2003,736012,A,85222,E,-6234,-13926
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2004,709574,A,81842,E,-3380,-26438
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2005,669548,A,75230,E,-6612,-40026
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2006,571114,A,87864,E,12634,-98434
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2007,558557,A,87275,E,-589,-12557
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2008,582463,A,64718,E,-22557,23906
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2009,586143,A,41867,E,-22851,3680
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2010,598409,A,48222,E,6355,12266
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2011,508739,A,48175,E,-47,-89670
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2012,1244607,A,42092,A,-6083,735868
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2013,2233790,A,68749,A,26657,989183
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2014,2242352,A,73629,A,4880,8562
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2015,2757583,A,81000,A,7371,515231
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2016,2394982,A,112378,A,31378,-362601
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2017,2285265,A,73969,A,-38409,-109717
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2018,2386709,A,80695,A,6726,101444
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2019,2408958,A,81384,A,689,22249
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2020,2442499.07,I,80042,E,-1342,33541.07
29,108,Burundi,125,1520.01,"Cassava, fresh",0,Roots,2021,2528076.34,I,78757,E,-1285,85577.27
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1961,95000,E,9596,E,0,0
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1962,92900,A,10322,E,726,-2100
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1963,91900,A,9081,E,-1241,-1000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1964,109200,A,10158,E,1077,17300
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1965,107900,A,10084,E,-74,-1300
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1966,109740,A,9986,E,-98,1840
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1967,115600,A,10368,E,382,5860
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1968,120000,A,10714,E,346,4400
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1969,125000,E,11161,E,447,5000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1970,130000,A,11607,I,446,5000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1971,132860,A,11863,I,256,2860
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1972,119574,A,10676,I,-1187,-13286
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1973,135782,A,11507,I,831,16208
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1974,108626,A,9875,I,-1632,-27156
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1975,137140,A,11428,I,1553,28514
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1976,138200,A,11328,I,-100,1060
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1977,140000,A,11475,I,147,1800
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1978,160000,A,13333,I,1858,20000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1979,135400,A,11283,I,-2050,-24600
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1980,140000,A,10769,I,-514,4600
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1981,146000,A,11231,X,462,6000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1982,144000,A,11077,I,-154,-2000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1983,148000,A,11385,I,308,4000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1984,139000,A,10859,I,-526,-9000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1985,157000,A,12077,I,1218,18000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1986,164000,A,12424,I,347,7000
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1987,168300,A,12654,I,230,4300
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1988,172000,A,12836,E,182,3700
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1989,169200,A,13645,E,809,-2800
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1990,167900,A,13540,E,-105,-1300
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1991,172200,A,13887,A,347,4300
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1992,176300,A,14218,A,331,4100
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1993,172100,A,14342,E,124,-4200
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1994,122758,X,12276,E,-2066,-49342
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1995,153021,X,12752,E,476,30263
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1996,144462,X,13133,E,381,-8559
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1997,144991,X,12608,E,-525,529
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1998,131830,A,11463,A,-1145,-13161
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,1999,128706,A,11192,A,-271,-3124
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2000,117840,A,10521,E,-671,-10866
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2001,124395,A,10817,E,296,6555
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2002,126799,A,10931,A,114,2404
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2003,120575,A,10670,E,-261,-6224
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2004,123199,A,10807,E,137,2624
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2005,125666,A,10833,E,26,2467
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2006,116825,A,10159,E,-674,-8841
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2007,115507,A,10204,E,45,-1318
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2008,117681,A,10041,E,-163,2174
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2009,120379,A,10032,E,-9,2698
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2010,126412,A,10595,E,563,6033
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2011,128483,A,11087,E,492,2071
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2012,140536,A,11763,A,676,12053
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2013,162417,A,13218,A,1455,21881
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2014,127829,A,13145,A,-73,-34588
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2015,160713,A,13262,A,117,32884
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2016,243740,A,14835,A,1573,83027
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2017,228355,A,12977,A,-1858,-15385
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2018,290498,A,15289,A,2312,62143
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2019,270813,A,10002,A,-5287,-19685
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2020,260000,X,11607,E,1605,-10813
29,108,Burundi,56,112,Maize (corn),0,Cereal Grains,2021,280000,X,15556,E,3949,20000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1961,3000,A,37641,E,0,0
29,108,Burundi,27,113,Rice,0,Cereal Grains,1962,2750,A,25000,E,-12641,-250
29,108,Burundi,27,113,Rice,0,Cereal Grains,1963,2680,A,27917,E,2917,-70
29,108,Burundi,27,113,Rice,0,Cereal Grains,1964,2880,A,24000,E,-3917,200
29,108,Burundi,27,113,Rice,0,Cereal Grains,1965,2178,A,20743,E,-3257,-702
29,108,Burundi,27,113,Rice,0,Cereal Grains,1966,1967,A,20447,E,-296,-211
29,108,Burundi,27,113,Rice,0,Cereal Grains,1967,1400,A,9831,E,-10616,-567
29,108,Burundi,27,113,Rice,0,Cereal Grains,1968,4600,A,20909,E,11078,3200
29,108,Burundi,27,113,Rice,0,Cereal Grains,1969,3446,A,16655,E,-4254,-1154
29,108,Burundi,27,113,Rice,0,Cereal Grains,1970,5047,A,14379,E,-2276,1601
29,108,Burundi,27,113,Rice,0,Cereal Grains,1971,4277,A,13739,E,-640,-770
29,108,Burundi,27,113,Rice,0,Cereal Grains,1972,4785,A,21525,E,7786,508
29,108,Burundi,27,113,Rice,0,Cereal Grains,1973,4800,A,18100,E,-3425,15
29,108,Burundi,27,113,Rice,0,Cereal Grains,1974,6186,A,20170,E,2070,1386
29,108,Burundi,27,113,Rice,0,Cereal Grains,1975,6738,A,22702,E,2532,552
29,108,Burundi,27,113,Rice,0,Cereal Grains,1976,6700,A,22149,E,-553,-38
29,108,Burundi,27,113,Rice,0,Cereal Grains,1977,7500,A,18293,E,-3856,800
29,108,Burundi,27,113,Rice,0,Cereal Grains,1978,6300,A,15000,E,-3293,-1200
29,108,Burundi,27,113,Rice,0,Cereal Grains,1979,9000,A,30000,I,15000,2700
29,108,Burundi,27,113,Rice,0,Cereal Grains,1980,10000,A,23507,E,-6493,1000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1981,10000,A,20000,I,-3507,0
29,108,Burundi,27,113,Rice,0,Cereal Grains,1982,9000,A,25714,I,5714,-1000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1983,9000,A,25714,I,0,0
29,108,Burundi,27,113,Rice,0,Cereal Grains,1984,18000,A,30000,I,4286,9000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1985,20000,A,44150,X,14150,2000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1986,21000,A,30837,X,-13313,1000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1987,28000,A,23333,E,-7504,7000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1988,35000,A,35000,E,11667,7000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1989,40000,A,33333,E,-1667,5000
29,108,Burundi,27,113,Rice,0,Cereal Grains,1990,40000,A,33333,E,0,0
29,108,Burundi,27,113,Rice,0,Cereal Grains,1991,40200,A,30923,A,-2410,200
29,108,Burundi,27,113,Rice,0,Cereal Grains,1992,40400,A,31077,A,154,200
29,108,Burundi,27,113,Rice,0,Cereal Grains,1993,40200,A,31404,E,327,-200
29,108,Burundi,27,113,Rice,0,Cereal Grains,1994,38228,X,31120,E,-284,-1972
29,108,Burundi,27,113,Rice,0,Cereal Grains,1995,26819,X,26819,E,-4301,-11409
29,108,Burundi,27,113,Rice,0,Cereal Grains,1996,41810,X,27873,E,1054,14991
29,108,Burundi,27,113,Rice,0,Cereal Grains,1997,65102,X,32551,E,4678,23292
29,108,Burundi,27,113,Rice,0,Cereal Grains,1998,41000,A,29927,A,-2624,-24102
29,108,Burundi,27,113,Rice,0,Cereal Grains,1999,58630,A,32572,A,2645,17630
29,108,Burundi,27,113,Rice,0,Cereal Grains,2000,51678,A,30399,E,-2173,-6952
29,108,Burundi,27,113,Rice,0,Cereal Grains,2001,60920,A,32063,E,1664,9242
29,108,Burundi,27,113,Rice,0,Cereal Grains,2002,62648,A,32629,A,566,1728
29,108,Burundi,27,113,Rice,0,Cereal Grains,2003,61256,A,31413,E,-1216,-1392
29,108,Burundi,27,113,Rice,0,Cereal Grains,2004,64532,A,32924,E,1511,3276
29,108,Burundi,27,113,Rice,0,Cereal Grains,2005,67947,A,34144,E,1220,3415
29,108,Burundi,27,113,Rice,0,Cereal Grains,2006,68311,A,33322,E,-822,364
29,108,Burundi,27,113,Rice,0,Cereal Grains,2007,70911,A,33767,E,445,2600
29,108,Burundi,27,113,Rice,0,Cereal Grains,2008,70846,A,32203,E,-1564,-65
29,108,Burundi,27,113,Rice,0,Cereal Grains,2009,78432,A,32680,E,477,7586
29,108,Burundi,27,113,Rice,0,Cereal Grains,2010,83019,A,28077,E,-4603,4587
29,108,Burundi,27,113,Rice,0,Cereal Grains,2011,91415,A,26848,E,-1229,8396
29,108,Burundi,27,113,Rice,0,Cereal Grains,2012,64620,A,21041,A,-5807,-26795
29,108,Burundi,27,113,Rice,0,Cereal Grains,2013,41454,A,19130,A,-1911,-23166
29,108,Burundi,27,113,Rice,0,Cereal Grains,2014,67377,A,28393,A,9263,25923
29,108,Burundi,27,113,Rice,0,Cereal Grains,2015,38674,A,11293,A,-17100,-28703
29,108,Burundi,27,113,Rice,0,Cereal Grains,2016,146633,A,23001,A,11708,107959
29,108,Burundi,27,113,Rice,0,Cereal Grains,2017,88297.9,A,17838,A,-5163,-58335.1
29,108,Burundi,27,113,Rice,0,Cereal Grains,2018,89296.2,A,17926,A,88,998.3
29,108,Burundi,27,113,Rice,0,Cereal Grains,2019,241210.7,A,40886,A,22960,151914.5
29,108,Burundi,27,113,Rice,0,Cereal Grains,2020,150000,X,30089,E,-10797,-91210.7
29,108,Burundi,27,113,Rice,0,Cereal Grains,2021,120000,X,23773,E,-6316,-30000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1961,20000,E,10000,E,0,0
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1962,19000,E,10000,E,0,-1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1963,20000,E,10000,E,0,1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1964,21000,E,10000,E,0,1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1965,22000,A,10000,I,0,1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1966,24000,E,10000,E,0,2000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1967,21000,E,10000,E,0,-3000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1968,22000,E,10000,E,0,1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1969,21000,E,10000,E,0,-1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1970,20040,A,9776,I,-224,-960
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1971,20481,A,9753,I,-23,441
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1972,18433,A,9217,I,-536,-2048
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1973,20931,A,9967,I,750,2498
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1974,16745,A,9850,I,-117,-4186
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1975,21140,A,9833,I,-17,4395
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1976,21500,A,9773,I,-60,360
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1977,22000,A,9778,I,5,500
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1978,22000,A,9565,I,-213,0
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1979,55000,A,10000,I,435,33000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1980,52000,A,10000,I,0,-3000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1981,53000,A,10000,I,0,1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1982,52000,A,10000,I,0,-1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1983,53000,A,10000,I,0,1000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1984,49000,A,10000,I,0,-4000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1985,59000,A,10000,I,0,10000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1986,61000,A,10000,I,0,2000
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1987,62500,A,9921,I,-79,1500
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1988,63800,A,8286,E,-1635,1300
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1989,65500,A,11293,E,3007,1700
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1990,63700,A,10983,E,-310,-1800
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1991,65200,A,11241,A,258,1500
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1992,66800,A,11517,A,276,1600
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1993,65300,A,11259,E,-258,-1500
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1994,44721,X,9938,E,-1321,-20579
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1995,65840,X,13168,E,3230,21119
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1996,66031,X,13206,E,38,191
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1997,68208,X,12401,E,-805,2177
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1998,67431,A,12487,A,86,-777
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,1999,59992,A,11998,E,-489,-7439
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2000,60980,A,12122,E,124,988
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2001,69074,A,12559,E,437,8094
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2002,73246,A,12850,A,291,4172
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2003,71471,A,12920,E,70,-1775
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2004,74171,A,13486,E,566,2700
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2005,77231,A,14042,E,556,3060
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2006,82249,A,12654,E,-1388,5018
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2007,85565,A,12964,E,310,3316
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2008,79818,A,12874,E,-90,-5747
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2009,81176,A,12885,E,11,1358
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2010,83023,A,10761,E,-2124,1847
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2011,86854,A,8350,E,-2411,3831
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2012,31527,A,5890,A,-2460,-55327
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2013,31453,A,6513,A,623,-74
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2014,22354,A,6931,A,418,-9099
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2015,30586.78,A,11530,A,4599,8232.78
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2016,29665,A,6976,A,-4554,-921.78
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2017,25499,A,6499,A,-477,-4166
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2018,28472,A,6697,A,198,2973
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2019,8851,A,5599,A,-1098,-19621
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2020,25000,X,5319,E,-280,16149
29,108,Burundi,83,114,Sorghum,0,Cereal Grains,2021,25000,X,6250,E,931,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1961,42000,E,50000,E,0,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1962,42000,E,50602,E,602,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1963,42000,E,50602,E,0,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1964,42000,E,51220,E,618,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1965,42000,E,52500,E,1280,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1966,42000,E,51220,E,-1280,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1967,42000,E,52500,E,1280,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1968,42000,E,52500,E,0,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1969,42000,E,50602,E,-1898,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1970,42000,E,50000,E,-602,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1971,42000,E,50000,E,0,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1972,40000,E,50633,E,633,-2000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1973,40000,E,50000,E,-633,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1974,40000,E,47059,E,-2941,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1975,44000,E,50000,E,2941,4000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1976,44000,E,62857,E,12857,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1977,37000,E,49333,E,-13524,-7000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1978,35000,E,50000,E,667,-2000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1979,34000,E,48571,E,-1429,-1000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1980,33000,E,48529,E,-42,-1000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1981,33000,E,48529,E,0,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1982,33000,E,49254,E,725,0
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1983,35000,E,50000,E,746,2000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1984,26000,A,41009,I,-8991,-9000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1985,27000,A,41033,I,24,1000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1986,29000,A,40000,I,-1033,2000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1987,43050,A,50058,E,10058,14050
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1988,44150,A,50057,E,-1,1100
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1989,44800,A,50056,E,-1,650
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1990,40800,A,45333,I,-4723,-4000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1991,47700,A,48131,E,2798,6900
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1992,50900,A,49263,E,1132,3200
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1993,52100,A,50337,E,1074,1200
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1994,48250,A,51576,E,1239,-3850
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1995,49000,A,53261,E,1685,750
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1996,49700,A,52746,E,-515,700
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1997,50700,A,53936,E,1190,1000
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1998,51900,A,54063,E,127,1200
45,174,Comoros,125,1520.01,"Cassava, fresh",0,Roots,1999,52633,A,53649,E,-414,733
